Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;BioSampleModel;Bytes;Center Name;Collection_Date;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Depth;env_broad_scale;env_local_scale;env_medium;Experiment;geo_loc_name_country;geo_loc_name_country_continent;geo_loc_name;Instrument;lat_lon;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;Repeat_experiment;create_date;version;samp_collect_device;samp_mat_process;samp_size;samp_vol_we_dna_ext;Sample Name;size_frac;SRA Study;neg_cont_type;tot_depth_water_col;silicate;samp_store_dur;samp_store_loc;samp_store_temp
SRR27604287;AMPLICON;410;6293891;PRJNA1032405;SAMN39326981;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;3307817;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272910;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_5_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_5_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;890;112_099_230403_999_4088_460_03_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604288;AMPLICON;370;457002;PRJNA1032405;SAMN39326980;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;284234;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272909;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_4_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_4_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;920;112_099_230403_999_4087_460_03_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604289;AMPLICON;406;1475534;PRJNA1032405;SAMN39326979;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;982008;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272908;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_3_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_3_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;920;112_099_230403_999_4086_460_03_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604290;AMPLICON;397;420455;PRJNA1032405;SAMN39326978;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;303086;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272907;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_2_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_2_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;950;112_099_230403_999_4085_460_03_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604291;AMPLICON;412;289685;PRJNA1032405;SAMN39326977;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;241904;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272906;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_1_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_1_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;850;112_099_230403_999_4084_460_03_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604292;AMPLICON;497;80418210;PRJNA1032405;SAMN39326841;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;46243526;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;28/02/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23272905;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.70886 N 2.45006 E;ft830_3_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ft830_3_1;2024-01-18T09:45:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1990;112_099_230405_999_3892_460_01_4161;0,45;SRP475428;not applicable;7.1;;;;
SRR27604293;AMPLICON;520;80475578;PRJNA1032405;SAMN39326976;MIGS/MIMS/MIMARKS.water,MIMARKS.survey;52220668;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;1/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;not applicable;not applicable;not applicable;commercial sourcewater;SRX23272904;uncalculated;uncalculated;not applicable;Illumina MiSeq;not applicable;neg_Field_Niskin_3_3;PAIRED;PCR;METAGENOMIC;metagenome;ILLUMINA;2024-01-18T00:00:00Z;neg_Field_Niskin_3_3;2024-01-18T09:45:00Z;1;not applicable;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1130;112_099_230418_999_4082_460_03_4161;0,45;SRP475428;commercial sourcewater;not applicable;;;;
SRR27604294;AMPLICON;415;4517014;PRJNA1032405;SAMN39326975;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2443756;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;1/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23272903;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.43364 N 2.80813 E;ft330_10_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ft330_10_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1950;112_099_230418_999_4081_460_03_4161;0,45;SRP475428;not applicable;19.2;;;;
SRR27604295;AMPLICON;380;3471160;PRJNA1032405;SAMN39326974;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2029627;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;1/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23272902;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.43364 N 2.80813 E;ft330_9_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ft330_9_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1970;112_099_230417_999_4080_460_03_4161;0,45;SRP475428;not applicable;19.2;;;;
SRR27604296;AMPLICON;361;1340258;PRJNA1032405;SAMN39326973;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;763199;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;1/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23272901;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.43364 N 2.80813 E;ft330_8_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ft330_8_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1920;112_099_230418_999_4079_460_03_4161;0,45;SRP475428;not applicable;19.2;;;;
SRR27604297;AMPLICON;369;1100173;PRJNA1032405;SAMN39326972;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;643980;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;1/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23272900;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.43364 N 2.80813 E;ft330_7_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ft330_7_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1930;112_099_230418_999_4078_460_03_4161;0,45;SRP475428;not applicable;19.2;;;;
SRR27604298;AMPLICON;354;941722;PRJNA1032405;SAMN39326971;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;496879;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;1/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23272899;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.43364 N 2.80813 E;ft330_6_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ft330_6_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1940;112_099_230418_999_4077_460_03_4161;0,45;SRP475428;not applicable;19.2;;;;
SRR27604299;AMPLICON;484;544691;PRJNA1032405;SAMN39326883;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;393782;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;20/04/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;not applicable;not applicable;not applicable;not applicable;SRX23272898;uncalculated;uncalculated;not applicable;Illumina MiSeq;not applicable;neg_DNA_1_1;PAIRED;PCR;METAGENOMIC;metagenome;ILLUMINA;2024-01-18T00:00:00Z;neg_DNA_1_1;2024-01-18T09:43:00Z;1;not applicable;MiFish_U/E_F-tag|MiFish_U/E_R-tag;not applicable;not applicable;112_099_230417_999_3936_460_01_4161;not applicable;SRP475428;sterile 0,45µM sterivex filter;not applicable;;;;
SRR27604300;AMPLICON;427;31861118;PRJNA1032405;SAMN39326882;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;18486294;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272897;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.47126 N 3.05798 E;780_10_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;780_10_1;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1670;112_099_230417_999_3935_460_01_4161;0,45;SRP475428;not applicable;17;;;;
SRR27604301;AMPLICON;487;59409240;PRJNA1032405;SAMN39326881;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;33814742;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272896;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.47126 N 3.05798 E;780_9_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;780_9_1;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1500;112_099_230417_999_3934_460_01_4161;0,45;SRP475428;not applicable;17;;;;
SRR27604302;AMPLICON;392;20366317;PRJNA1032405;SAMN39326880;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;12180871;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272895;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.47126 N 3.05798 E;780_8_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;780_8_1;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1710;112_099_230417_999_3933_460_01_4161;0,45;SRP475428;not applicable;17;;;;
SRR27604303;AMPLICON;424;11761158;PRJNA1032405;SAMN39326879;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;6441919;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272894;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.47126 N 3.05798 E;780_7_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;780_7_1;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1710;112_099_230417_999_3932_460_01_4161;0,45;SRP475428;not applicable;17;;;;
SRR27604304;AMPLICON;390;4336007;PRJNA1032405;SAMN39326878;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2498521;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272893;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.47126 N 3.05798 E;780_6_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;780_6_1;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1740;112_099_230417_999_3931_460_01_4161;0,45;SRP475428;not applicable;17;;;;
SRR27604305;AMPLICON;400;9810385;PRJNA1032405;SAMN39326877;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;5727758;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272892;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.47126 N 3.05798 E;780_5_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;780_5_1;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1760;112_099_230417_999_3930_460_01_4161;0,45;SRP475428;not applicable;17;;;;
SRR27604306;AMPLICON;371;2437674;PRJNA1032405;SAMN39326876;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1240779;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272891;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.47126 N 3.05798 E;780_4_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;780_4_1;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1750;112_099_230417_999_3929_460_01_4161;0,45;SRP475428;not applicable;17;;;;
SRR27604307;AMPLICON;492;38153172;PRJNA1032405;SAMN39326831;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;21741522;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;26/02/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272890;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.18443 N 2.70144 E;ft120_5_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ft120_5_1;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;320;112_099_230419_999_3882_460_01_4161;0,45;SRP475428;not applicable;10.4;;;;
SRR27604308;AMPLICON;453;1853084;PRJNA1032405;SAMN39326875;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1134800;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272889;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.47126 N 3.05798 E;780_3_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;780_3_1;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1770;112_099_230417_999_3928_460_01_4161;0,45;SRP475428;not applicable;17;;;;
SRR27604309;AMPLICON;404;437318;PRJNA1032405;SAMN39326874;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;329727;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272888;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.47126 N 3.05798 E;780_2_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;780_2_1;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1650;112_099_230417_999_3927_460_01_4161;0,45;SRP475428;not applicable;17;;;;
SRR27604310;AMPLICON;429;74223328;PRJNA1032405;SAMN39326873;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;41762699;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272887;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.47126 N 3.05798 E;780_1_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;780_1_1;2024-01-18T09:45:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1390;112_099_230417_999_3926_460_01_4161;0,45;SRP475428;not applicable;17;;;;
SRR27604311;AMPLICON;516;7631183;PRJNA1032405;SAMN39326872;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;4842717;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;not applicable;not applicable;not applicable;commercial sourcewater;SRX23272886;uncalculated;uncalculated;not applicable;Illumina MiSeq;not applicable;neg_Field_Niskin_4_1;PAIRED;PCR;METAGENOMIC;metagenome;ILLUMINA;2024-01-18T00:00:00Z;neg_Field_Niskin_4_1;2024-01-18T09:43:00Z;1;not applicable;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1000;112_099_230418_999_3925_460_01_4161;0,45;SRP475428;commercial sourcewater;not applicable;;;;
SRR27604312;AMPLICON;448;91846314;PRJNA1032405;SAMN39326871;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;50583051;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272885;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_10_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_10_1;2024-01-18T09:45:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;980;112_099_230403_999_3923_460_01_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604313;AMPLICON;498;17650962;PRJNA1032405;SAMN39326870;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;10030188;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272884;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_9_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_9_1;2024-01-18T09:45:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;970;112_099_230403_999_3922_460_01_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604314;AMPLICON;491;66595502;PRJNA1032405;SAMN39326869;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;37737279;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272883;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_8_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_8_1;2024-01-18T09:45:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;970;112_099_230403_999_3921_460_01_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604315;AMPLICON;331;1324;PRJNA1032405;SAMN39326868;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;64845;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;not applicable;public;fastq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;not applicable;not applicable;not applicable;not applicable;SRX23272882;uncalculated;uncalculated;not applicable;Illumina MiSeq;not applicable;PCR neg 3_1_run1;PAIRED;PCR;METAGENOMIC;metagenome;ILLUMINA;2024-01-18T00:00:00Z;PCR neg 3_1_run1;2024-01-18T09:43:00Z;1;not applicable;MiFish_U/E_F-tag|MiFish_U/E_R-tag;not applicable;not applicable;112_099_0_999_4109_460_01_4161;not applicable;SRP475428;DNA-free PCR mix;not applicable;;;;
SRR27604316;AMPLICON;479;42820275;PRJNA1032405;SAMN39326867;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;24001985;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272881;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_7_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_7_1;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;890;112_099_230403_999_3920_460_01_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604317;AMPLICON;476;38126108;PRJNA1032405;SAMN39326866;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;21714293;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272880;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_6_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_6_1;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;820;112_099_230403_999_3919_460_01_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604318;AMPLICON;510;42307580;PRJNA1032405;SAMN39326830;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;24286732;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;26/02/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272879;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.18443 N 2.70144 E;ft120_4_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ft120_4_1;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;395;112_099_230419_999_3881_460_01_4161;0,45;SRP475428;not applicable;10.4;;;;
SRR27604319;AMPLICON;416;8137611;PRJNA1032405;SAMN39326865;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;4542551;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23272878;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.4164 N 3.17929 E;ftB03_5_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ftB03_5_1;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;890;112_099_230403_999_3918_460_01_4161;0,45;SRP475428;not applicable;4.8;;;;
SRR27604320;AMPLICON;444;9589696;PRJNA1032405;SAMN39327215;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;5724379;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272877;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.42067 N 2.97859 E;ft7086_5_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ft7086_5_3;2024-01-18T09:44:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1940;112_099_230303_999_4421_460_03_4091;0,45;SRP475428;not applicable;16.9;;;;
SRR27604321;AMPLICON;433;2910748;PRJNA1032405;SAMN39327214;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1920380;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;3/03/2023;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;not applicable;seawater;SRX23272876;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.42067 N 2.97859 E;ft7086_4_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-18T00:00:00Z;ft7086_4_3;2024-01-18T09:43:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1925;112_099_230303_999_4420_460_03_4091;0,45;SRP475428;not applicable;16.9;;;;
